"
ISic",type wip,subtype dropdown,subtype old,subtype,,Ancient place,Date after,Date before,Type of text,Execution ,Language,Link to image,Museum,ref,,test batch,subtype old,,subtype work in progress,formation,details,placeName,category,text description,macro description,micro description,Notes and comments,certainty,", likely ",location,data to check,Udden–Wentworth scale (BGS),matrix/cement,classification Folk,classification Dunham,unit,formation,member,location,geological age,"visually assessed polished (compact), smooth (soft), rough",-supported,brecciated?,visually assessed colour (fresh cut),visually assessed colour (alteration),veined?,visually assessed visible porosity,stylolites?,predominant grain size by class,predominant crystal size by class,visually assessed homogeneity of grainsize,,OM?,OM grains bio,DM grains bio,DM observations,OM dolomite crystals,DM dolomite crystals,OM grains ooids,OM grains pisoids,OM grains oncoids,OM grains peloids,OM grains intra,OM grains extra,OM grains extra description,OM bio grains description,OM grains extra granulometry max (mm),OM matrix micrite,OM cement sparite,OM cement druse,OM cement fibrous,OM quartz,OM quartz granulometry min (mm),OM quartz granulometry max (mm),OM microsparite and sparite (%),OM micrite (%),glauconite,plagioclase,feldspars,limonite,pyrite,apatite,Fe OX-HOX,chert,dolomite,smell,XRD?,Calcite,Magnesian calcite,Dolomite,Aragonite,Quartz,Fe-oxihydroxides,Clay Minerals,Alkali_Feldspar,Plagioclase,Pyroxene,Sulphates,Sulphides,Olivine,Graphite,other,pXRF?,CaO,SiO2,K2O,Fe2O3,As,Au,Co,pXRF Cr,Cu,Fe,Hg,Mn,Nb,Pb,Rb,Sr,Th,Ti,Y,Zn,Zr
ISic001832,stone.limestone.polishable.grey,calcare_grigio_SiciliaOR_taormina,sicilia-orientale,calcare_grigio_SiciliaOR_taormina,taormina,,,,,,,,,,,no,Taormina,Taormina,Taormina,,,,dolomitized limestone,"greyish limestone with grey veins, likely calcare di Taormina (DOA) (dolomitized peloidal grainstone with sparite veins).",greyish limestone with grey veins,dolomitized peloidal grainstone with sparite veins,,1,calcare di Taormina (DOA),,,,,,,,,,,,polished,grain,no,grey,,yes,no,no,sand,sparite,,,yes,no,no,,,yes,yes,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001833,stone.limestone.polishable.grey,calcare_grigio_SiciliaOR_taormina,sicilia-orientale,calcare_grigio_SiciliaOR_taormina,taormina,,,,,,,,,,,,,,,,,,,"greyish limestone with grey veins, likely calcare di Taormina (DOA) (dolomitized limestone with sparite veins).",greyish limestone with grey veins,dolomitized limestone with sparite veins,,,calcare di Taormina (DOA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001834,stone.limestone.polishable.grey,calcare_grigio_SiciliaOR_taormina,sicilia-orientale,calcare_grigio_SiciliaOR_taormina,taormina,,,,,,,,,,,,,,unspecified,,,,,"greyish limestone with grey veins, likely calcare di Taormina (DOA) (limestone with grey veins).",greyish limestone with grey veins,limestone with grey veins,,,calcare di Taormina (DOA),,,,,,,,,,,,polished,,no,grey,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001835,stone.limestone.polishable.grey,calcare_grigio_SiciliaOR_taormina,sicilia-orientale,calcare_grigio_SiciliaOR_taormina,taormina,,,,,,,,,,,,,,unspecified,,,,,"greyish limestone with grey veins, likely calcare di Taormina (DOA) (limestone with grey veins).",greyish limestone with grey veins,limestone with grey veins,,,calcare di Taormina (DOA),,,,,,,,,,,,polished,,no,grey,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic002985,stone.limestone.polishable.grey,calcare_grigio_SiciliaOR_taormina,sicilia-orientale,calcare_grigio_SiciliaOR_taormina,taormina,,,,,,,,,,,,,,unspecified,,,,pietra di Taormina,"greyish limestone, likely calcare di Taormina (DOA) (dolomitized peloidal grainstone with sparite veins).",greyish limestone,dolomitized peloidal grainstone with sparite veins,,1,calcare di Taormina (DOA),,,,,,,,,,,,polished,grain,no,grey,,yes,no,no,sand,,,,no,,yes,,,no,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic002986,stone.limestone.polishable.grey,calcare_grigio_SiciliaOR_taormina,sicilia-orientale,calcare_grigio_SiciliaOR_taormina,taormina,,,,,,,,,,,,,,unspecified,,,,pietra di Taormina,"greyish limestone, likely calcare di Taormina (DOA) (peloidal grainstone with sparite veins).",greyish limestone,peloidal grainstone with sparite veins,,,calcare di Taormina (DOA),,,,,,,,,,,,polished,grain,no,grey,,yes,no,no,sand,,,,no,,no,,,no,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic002987,stone.limestone.polishable.grey,calcare_grigio_SiciliaOR_taormina,sicilia-orientale,calcare_grigio_SiciliaOR_taormina,taormina,,,,,,,,,,,,,,unspecified,,,,pietra di Taormina,"greyish limestone, likely calcare di Taormina (DOA) (dolomitized peloidal grainstone with sparite veins).",greyish limestone,dolomitized peloidal grainstone with sparite veins,,1,calcare di Taormina (DOA),,,,,,,,,,,,polished,grain,no,grey,,yes,no,no,sand,,,,no,,yes,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic003081,stone.limestone.polishable.grey,calcare_grigio_SiciliaOR_taormina,sicilia-orientale,calcare_grigio_SiciliaOR_taormina,taormina,,,,,,,,,,,no,Taormina,Taormina,Taormina,,,,dolomitized limestone,"light grey limestone with white veins, likely calcare di Taormina (DOA) (grainstone with dolomitized peloids, gasteropoda (ammonite) and sparitic calcite veins).",light grey limestone with white veins,"grainstone with dolomitized peloids, gasteropoda (ammonite) and sparitic calcite veins",,1,calcare di Taormina (DOA),,,,,,,,,,,,polished,grain,no,grey,,yes,no,yes,sand,sparite,,,yes,no,no,,yes,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic003082,stone.limestone.polishable.grey,calcare_grigio_SiciliaOR_taormina,sicilia-orientale,calcare_grigio_SiciliaOR_taormina,taormina,,,,,,,,,,,,,,unspecified,,,,pietra di Taormina,"light grey limestone with white veins, likely calcare di Taormina (DOA) (dolomitized limestone with sparitic calcite veins).",light grey limestone with white veins,dolomitized limestone with sparitic calcite veins,,1,calcare di Taormina (DOA),,,,,,,,,,,,polished,grain,no,grey,,yes,no,no,sand,,,,no,,no,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic003331,stone.limestone.polishable.grey,calcare_grigio_SiciliaOR_taormina,sicilia-orientale,calcare_grigio_SiciliaOR_taormina,taormina,,,,,,,,,,,no,Taormina,Taormina,Taormina,,,,pietra di Taormina ,"light grey limestone with fine white veins, likely calcare di Taormina (DOA) (dolomitised ooidal/peloidal grainstone with sparite veins).",light grey limestone with fine white veins,dolomitised ooidal/peloidal grainstone with sparite veins,,1,calcare di Taormina (DOA),,,,,,,,,,,,polished,grain,no,pink,,yes,no,no,sand,micrite,,,yes,no,no,,yes,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001259,stone.limestone.polishable.red,calcare_rosso_SiciliaOR,sicilia-orientale,calcare_rosso_SiciliaOR,rosso Taormina,,,,,,,,,,,,,,,,,,,"red brecciated limestone with pink and white nodules, and white veins, likely calcare di Taormina (DOA) (pink scaglia-like nodules, sparite veins, red nodules).","red brecciated limestone with pink and white nodules, and white veins","pink scaglia-like nodules, sparite veins, red nodules",,,calcare di Taormina (DOA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001260,stone.limestone.polishable.red,calcare_rosso_SiciliaOR,sicilia-orientale,calcare_rosso_SiciliaOR,rosso Taormina,,,,,,,,,,,,,,,,,,,,"red brecciated limestone with pink and white nodules, and white veins","pink scaglia-like nodules, sparite veins, red nodules",,,calcare di Taormina (DOA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000827,stone.limestone.polishable.grey,"calcare_grigio_SiciliaOR, calcare_grigio_SiciliaOCC","sicilia-occidentale, sicilia-orientale","calcare_grigio_SiciliaOR, calcare_grigio_SiciliaOCC",termini??,,,,,,,,,,,,,,unspecified,,,,grey limestone ,"massive grey limestone with white patches and fine grey veins, likely calcare grigio (grainstone with foraminifera, veins and stylolites).",massive grey limestone with white patches and fine grey veins,"grainstone with foraminifera, veins and stylolites",,,calcare grigio,,,,,,,,,,,,polished,grain,yes,grey,,yes,no,yes,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000668,stone.limestone.polishable.grey,calcare_bianco_SiciliaOR_Scillato_FM,sicilia-orientale,calcare_bianco_SiciliaOR_Scillato_FM,"mt-iudica, scillato-FM",,,,,,,,,,,yes,Scillato_FM,Scillato_FM,Scillato_FM,scillato,,Mt. Judica,limestone,"massive light grey limestone with fine veins, likely calcare grigio (Scillato FM) (microscrystalline dolomitized limestone with sparry patches).",massive light grey limestone with fine veins,microscrystalline dolomitized limestone with sparry patches,,2,calcare grigio (Scillato FM),Sicily,,na,micrite,,,sicanian,scillato,,,,polished,matrix,no,pinkish grey,white,yes,no,no,mud,micrite,no,,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic003002,stone.limestone.polishable.pink,calcare_rosso_SiciliaOR_Sant-Agata,"sicilia-orientale, sicilia-occidentale",calcare_rosso_SiciliaOR_Sant-Agata,rosso S.Marco?,,,,,,,,,,,,Buccheri_FM,Buccheri_FM,breccia,buccheri,rosso piana dei greci or contorrano,,pink limestone,"pink limestone with grey veins, likely calcare rosso (Buccheri FM) (packstone with sponge spicolae, echinoderms and sparite veins).",pink limestone with grey veins,"packstone with sponge spicolae, echinoderms and sparite veins",,,calcare rosso (Buccheri FM),,,,,,,imerese,buccheri,,,,polished,grain,no,pink,,yes,no,no,sand,micrite,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001892,stone.limestone.polishable.red,calcare_rosso_SiciliaOCC,sicilia-occidentale,calcare_rosso_SiciliaOCC,,,,,,,,,,,,,,,,,,,,"red brecciated limestone with red nodules and white and red veins, likely calcare rosso brecciato Sicilia Occidentale (Fe, Mn encrustation, red micrite matrix with sparite patches and sparite veins).",red brecciated limestone with red nodules and white and red veins,"Fe, Mn encrustation, red micrite matrix with sparite patches and sparite veins",,,calcare rosso brecciato Sicilia Occidentale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001463,stone.limestone.non-polishable.whitish,calcarenite_biancastra_SiciliaOCC,sicilia-occidentale,calcarenite_biancastra_SiciliaOCC,,,,,,,,,,,,,,,unspecified,,,,,"whitish calcarenite with reddish-orange patina, likely calcarenite biancastra Sicilia Occidentale (sand-grade limestone).",whitish calcarenite with reddish-orange patina,sand-grade limestone,,,calcarenite biancastra Sicilia Occidentale,,,,,,,,,,,,rough,grain,no,cream white,brown,no,yes,no,sand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001469,stone.limestone.non-polishable.whitish,calcarenite_biancastra_SiciliaOCC,sicilia-occidentale,calcarenite_biancastra_SiciliaOCC,,,,,,,,,,,,no,Marsala,Marsala,Marsala,,,,calcarenite,"whitish calcarenite with visible bioclasts and grey patina, likely calcarenite biancastra Sicilia Occidentale (packstone with radiolarians ?, planktonic foraminifera? (discociclina, lepidociclina?)).",whitish calcarenite with visible bioclasts and grey patina,"packstone with radiolarians ?, planktonic foraminifera? (discociclina, lepidociclina?)",,,calcarenite biancastra Sicilia Occidentale,,,,,,,,,,,,rough,grain,no,cream white,greyish yellow,no,yes,no,sand,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001573,stone.limestone.non-polishable.whitish,calcarenite_biancastra_SiciliaOCC,sicilia-occidentale,calcarenite_biancastra_SiciliaOCC,,,,,,,,,,,,no,limestone,limestone,limestone,,,,calcarenite,"whitish calcarenite , likely calcarenite biancastra Sicilia Occidentale (packstone with planktonic foraminifera, iron oxides patches and micritic cement).",whitish calcarenite ,"packstone with planktonic foraminifera, iron oxides patches and micritic cement",,,calcarenite biancastra Sicilia Occidentale,,,,,,,,,,,,smooth,,no,cream white,brown,no,yes,no,sand,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001460,stone.limestone.non-polishable.grey,calcarenite_grigia_SiciliaOCC,sicilia-occidentale,calcarenite_grigia_SiciliaOCC,,,,,,,,,,,,,,,unspecified,,,,,"whitish calcarenite with reddish-orange patina, likely calcarenite biancastra Sicilia Occidentale (sand-grade limestone).",whitish calcarenite with reddish-orange patina,sand-grade limestone,,,calcarenite biancastra Sicilia Occidentale,,,,,,,,,,,,rough,grain,no,grey,brown,no,yes,no,sand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001670,stone.limestone.non-polishable.whitish,,sicilia-occidentale,,,,,,,,,,,,,no,limestone,limestone,limestone,,,,calcarenite,"whitish calcarenite with grey patina, likely calcarenite biancastra Sicilia Occidentale (packstone with planktonic foraminifera, nummulites and micritic cement).",whitish calcarenite with grey patina,"packstone with planktonic foraminifera, nummulites and micritic cement",,,calcarenite biancastra Sicilia Occidentale,,,,,,,,,,,,smooth,,no,cream,,no,no,no,sand,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001893,stone.limestone.polishable.white,calcare_bianco_SiciliaOCC,sicilia-occidentale,calcare_bianco_SiciliaOCC,,,,,,,,,,,,no,Crisanti_FM,Crisanti_FM,limestone,crisanti,,,calcarenite,"white compact limestone, likely calcarenite biancastra Sicilia Occidentale (Crisanti FM) (packstone with radiolarians, planktonic foraminifera).",white compact limestone,"packstone with radiolarians, planktonic foraminifera",,2,calcarenite biancastra Sicilia Occidentale (Crisanti FM),,,,,,,imerese,crisanti,,,,polished,grain,no,white,,no,no,no,sand,sparite,,,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000348,stone.limestone.non-polishable.whitish,"calcarenite_ibleiOCC, calcarenite_ibleiOR",iblei-occidentali,"calcarenite_ibleiOCC, calcarenite_ibleiOR",,,,,,,,,,,,,,,unspecified,,,,,"whitish soft calcarenite with visible fossils, likely calcarenite degli Iblei (sand-grade grainstone with scaphopoda).",whitish soft calcarenite with visible fossils,sand-grade grainstone with scaphopoda,,,calcarenite degli Iblei,,,,,,,,,,,,smooth,,no,cream white,,no,yes,no,sand,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000618,stone.limestone.non-polishable.whitish,"calcarenite_ibleiOR, calcarenite_ibleiOCC","iblei-orientali, iblei-occidentali","calcarenite_ibleiOR, calcarenite_ibleiOCC",,,,,,,,,,,,,,,unspecified,,,,,"whitish soft calcarenite with brownish patina, likely calcarenite degli Iblei (sand-grade limestone).",whitish soft calcarenite with brownish patina,sand-grade limestone,,,calcarenite degli Iblei,,,,,,,,,,,,smooth,,no,cream,brown,no,no,no,sand,,yes,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000634,stone.limestone.non-polishable.whitish,"calcarenite_ibleiOR, calcarenite_ibleiOCC","iblei-orientali, iblei-occidentali","calcarenite_ibleiOR, calcarenite_ibleiOCC",,,,,,,,,,,,,,,unspecified,,,,,"whitish soft calcarenite with grey patina, likely calcarenite degli Iblei (sand-grade limestone).",whitish soft calcarenite with grey patina,sand-grade limestone,,,calcarenite degli Iblei,,,,,,,,,,,,smooth,,no,cream,yellow,no,no,no,sand,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000635,stone.limestone.non-polishable.whitish,"calcarenite_ibleiOR, calcarenite_ibleiOCC","iblei-orientali, iblei-occidentali","calcarenite_ibleiOR, calcarenite_ibleiOCC",,,,,,,,,,,,,,,unspecified,,,,,"whitish soft calcarenite with grey patina, likely calcarenite degli Iblei (sand-grade limestone with macrofossils).",whitish soft calcarenite with grey patina,sand-grade limestone with macrofossils,,,calcarenite degli Iblei,,,,,,,,,,,,smooth,grain,no,cream,brown,no,no,no,sand,,yes,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000636,stone.limestone.non-polishable.whitish,"calcarenite_ibleiOR, calcarenite_ibleiOCC","iblei-orientali, iblei-occidentali","calcarenite_ibleiOR, calcarenite_ibleiOCC",,,,,,,,,,,,no,"Melilli, Noto","Melilli, Noto",Melilli/Noto,,,,calcarenite,"whitish soft calcarenite with brownish patina, likely calcarenite degli Iblei (packstone with sponge spiculae, ostracoda, gasteropoda, etc?)).",whitish soft calcarenite with brownish patina,"packstone with sponge spiculae, ostracoda, gasteropoda, etc?)",,,calcarenite degli Iblei,,,,,,,,,,,,smooth,,no,cream,yellow,no,no,no,sand,,yes,,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000831,stone.limestone.non-polishable.whitish,"calcarenite_ibleiOR, calcarenite_ibleiOCC","iblei-orientali, iblei-occidentali","calcarenite_ibleiOR, calcarenite_ibleiOCC",,,,,,,,,,,,,,,unspecified,,,,,"whitish soft calcarenite with grey patina, likely calcarenite degli Iblei (sand-grade limestone).",whitish soft calcarenite with grey patina,sand-grade limestone,,,calcarenite degli Iblei,,,,,,,,,,,,smooth,,no,whitish,brown,no,no,no,sand,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000841,stone.limestone.non-polishable.whitish,"calcarenite_ibleiOR, calcarenite_ibleiOCC","iblei-orientali, iblei-occidentali","calcarenite_ibleiOR, calcarenite_ibleiOCC",,,,,,,,,,,,,,,unspecified,,,,,"whitish soft calcarenite with grey patina, likely calcarenite degli Iblei (sand-grade limestone).",whitish soft calcarenite with grey patina,sand-grade limestone,,,calcarenite degli Iblei,,,,,,,,,,,,smooth,,no,whitish,,no,no,no,sand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000856,stone.limestone.non-polishable.whitish,"calcarenite_ibleiOR, calcarenite_ibleiOCC","iblei-orientali, iblei-occidentali","calcarenite_ibleiOR, calcarenite_ibleiOCC",,,,,,,,,,,,,,,unspecified,,,,,"whitish soft calcarenite with grey patina, likely calcarenite degli Iblei (grainstone with macrofossils).",whitish soft calcarenite with grey patina,grainstone with macrofossils,,,calcarenite degli Iblei,,,,,,,,,,,,smooth,,no,cream white,grey,no,no,no,sand,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000870,stone.limestone.non-polishable.whitish,"calcarenite_ibleiOR, calcarenite_ibleiOCC","iblei-orientali, iblei-occidentali","calcarenite_ibleiOR, calcarenite_ibleiOCC",,,,,,,,,,,,,,,unspecified,,,,,"whitish soft calcarenite with brownish patches, likely calcarenite degli Iblei (sand-grade grainstone with scaphopoda).",whitish soft calcarenite with brownish patches,sand-grade grainstone with scaphopoda,,,calcarenite degli Iblei,,,,,,,,,,,,smooth,,no,cream white,brown,no,yes,no,sand,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000955,stone.limestone.non-polishable.whitish,"calcarenite_ibleiOR, calcarenite_ibleiOCC","iblei-orientali, iblei-occidentali","calcarenite_ibleiOR, calcarenite_ibleiOCC",,,,,,,,,,,,,,,unspecified,,,,,"whitish soft calcarenite, likely calcarenite degli Iblei (sand-grade limestone).",whitish soft calcarenite,sand-grade limestone,,,calcarenite degli Iblei,,,,,,,,,,,,smooth,,no,cream white,,no,no,no,sand,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001039,stone.limestone.non-polishable.whitish,"calcarenite_ibleiOR, calcarenite_ibleiOCC","iblei-orientali, iblei-occidentali","calcarenite_ibleiOR, calcarenite_ibleiOCC",,,,,,,,,,,,,,,unspecified,,,,,"whitish soft calcarenite with brownish patina, likely calcarenite degli Iblei (sand-grade limestone).",whitish soft calcarenite with brownish patina,sand-grade limestone,,,calcarenite degli Iblei,,,,,,,,,,,,smooth,grain,no,cream white,brown,no,yes,no,sand,,yes,,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001415,stone.limestone.non-polishable.whitish,"calcarenite_ibleiOR, calcarenite_ibleiOCC","iblei-orientali, iblei-occidentali","calcarenite_ibleiOR, calcarenite_ibleiOCC",,,,,,,,,,,,,,,unspecified,,,,,"whitish soft calcarenite with brownish patina, likely calcarenite degli Iblei (sand-grade limestone).",whitish soft calcarenite with brownish patina,sand-grade limestone,,,calcarenite degli Iblei,,,,,,,,,,,,smooth,,no,cream,brownish,no,no,no,sand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001420,stone.limestone.non-polishable.whitish,"calcarenite_ibleiOR, calcarenite_ibleiOCC","iblei-orientali, iblei-occidentali","calcarenite_ibleiOR, calcarenite_ibleiOCC",,,,,,,,,,,,,,,unspecified,,,,,"whitish soft calcarenite with cream patina, likely calcarenite degli Iblei (sand-grade grainstone with yellow cement).",whitish soft calcarenite with cream patina,sand-grade grainstone with yellow cement,,,calcarenite degli Iblei,,,,,,,,,,,,smooth,,no,cream,brownish,no,no,no,sand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001439,stone.limestone.non-polishable.whitish,"calcarenite_ibleiOR, calcarenite_ibleiOCC","iblei-orientali, iblei-occidentali","calcarenite_ibleiOR, calcarenite_ibleiOCC",,,,,,,,,,,,,,,unspecified,,,,,"white soft limestone, likely calcarenite degli Iblei (sand-grade grainstone with scaphopoda).",white soft limestone,sand-grade grainstone with scaphopoda,,,calcarenite degli Iblei,,,,,,,,,,,,rough,grain,no,cream white,,no,no,no,sand,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001472,stone.limestone.non-polishable.yellowish,"calcarenite_ibleiOR, calcarenite_ibleiOCC","iblei-orientali, iblei-occidentali","calcarenite_ibleiOR, calcarenite_ibleiOCC",,,,,,,,,,,,,,,unspecified,,,,,"whitish calcarenite with grey patina and visible fossils, likely calcarenite degli Iblei (sand-grade limestone with gasteropoda, scaphopoda, extraclasts).",whitish calcarenite with grey patina and visible fossils,"sand-grade limestone with gasteropoda, scaphopoda, extraclasts",,,calcarenite degli Iblei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001473,stone.limestone.non-polishable.yellowish,"calcarenite_ibleiOR, calcarenite_ibleiOCC","iblei-orientali, iblei-occidentali","calcarenite_ibleiOR, calcarenite_ibleiOCC",,,,,,,,,,,,,,,unspecified,,,,,"yellow porous calcarenite, likely calcarenite degli Iblei (sand-grade grainstone with radiolarians, miliolids, nummulites, extraclasts).",yellow porous calcarenite,"sand-grade grainstone with radiolarians, miliolids, nummulites, extraclasts",,,calcarenite degli Iblei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001475,stone.limestone.non-polishable.whitish,"calcarenite_ibleiOR, calcarenite_ibleiOCC","iblei-orientali, iblei-occidentali","calcarenite_ibleiOR, calcarenite_ibleiOCC",,,,,,,,,,,,,,,unspecified,,,,,"whitish calcarenite , likely calcarenite degli Iblei (sand-grade limestone).",whitish calcarenite ,sand-grade limestone,,,calcarenite degli Iblei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001478,stone.limestone.non-polishable.whitish,"calcarenite_ibleiOR, calcarenite_ibleiOCC","iblei-orientali, iblei-occidentali","calcarenite_ibleiOR, calcarenite_ibleiOCC",,,,,,,,,,,,,,,unspecified,,,,,"whitish calcarenite with brownish patina, likely calcarenite degli Iblei (sand-grade limestone).",whitish calcarenite with brownish patina,sand-grade limestone,,,calcarenite degli Iblei,,,,,,,,,,,,smooth,,no,cream white,brown,no,yes,no,sand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001665,stone.limestone.non-polishable.whitish,"calcarenite_ibleiOR, calcarenite_ibleiOCC","iblei-orientali, iblei-occidentali","calcarenite_ibleiOR, calcarenite_ibleiOCC",,,,,,,,,,,,,,,unspecified,,,,,"whitish calcarenite , likely calcarenite degli Iblei (sand-grade limestone).",whitish calcarenite ,sand-grade limestone,,,calcarenite degli Iblei,,,,,,,,,,,,smooth,,no,cream white,grey,no,no,no,sand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
