ISic,,Ancient place,Date after,Date before,Type of text,Execution,Language,Link to image,Museum,ref ,test batch,text description,subtype,subtype dropdown,"certainty for subtype (1 = high, 2 = medium, 3 = low)",notes and comments,macro description,visually assessed granulometry (Very fine < 0.5mm; fine < 1mm; Medium <2mm; Coarse > 2mm),visually assessed colour ,banded and/or veined,visually assessed colour of veins/bands,smell,micro description (OM + DM),OM desc,DM desc,digital microscopy?,digital microscopy MGS (mm),digital microscopy fabric,digital microscopy GBS,digital microscopy triple points,interpreted?,optical microscopy?,optical microscopy MGS (mm),optical microscopy  fabric,optical microscopy GBS,optical microscopy triple points,microstructure,microscopy lineated,microscopy porphyroblasts,microscopy fine grained areas,microscopy strained crystals,XRD?,,XRD carbonate content (%),main carbonate,Calcite,Magnesian calcite,Dolomite,Aragonite,Quartz,Fe-oxihydroxides,Clay Minerals,Alkali_Feldspars,Plagioclases,Pyroxenes,Sulphates,Sulphides,Olivine,Graphite,other,XRD cell parameter a (nm) ,XRD cell parameter a (nm) +-,XRD cell parameter c (nm),XRD cell parameters c (nm) +-,pXRF?,CaO,SiO2,K2O,Fe2O3,As,Au,Co,Cr,Cu,Fe,Hg,Mn,Nb,Pb,Rb,Sr,Th,Ti,Y,Zn,Zr,microscopy / XRD / EPR: dolomite,microscopy / XRD: plagioclase,microscopy / XRD: rutile,microscopy / XRD: pyrite,microscopy / XRD: magnetite,microscopy / XRD: amphibole,microscopy / XRD: titanite,microscopy / XRD: zircon,microscopy / XRD: serpentine,microscopy / XRD: chlorite,microscopy / XRD: epidote,microscopy / XRD: quartz,microscopy / XRD: K mica,microscopy / XRD: Na mica,microscopy / XRD: Fe ore,microscopy / XRD: gypsum,microscopy / XRD: graphite,microscopy / XRD: apatite,isotopes?,isotopes delta18O,isotopes delta13C,EPR?,EPR Mn2+ ave,EPR Mn2+ stdevp,EPR dolomite %,EPR width ave,EPR width stdevp,EPR g=2.0044 ave,EPR g=2.0044 stdevp,EPR g=14.2515 ave,EPR g=14.2515 stdevp,LA-ICP-MS?,Li 7_2_2_1_1,B 11_2_2_1_1,Na 23_2_1_1,Mg 24_2_1_1,Sc 45_2_1_1,Ti 47_2_1_1,V 51_2_1_1,Cr 52_2_1_1,Mn 55_2_1_1,Fe 57_2_1_1,Co 59_2_1_1,Ni 60_2_1_1,Cu 63_2_1_1,Zn 66_2_1_1,Ga 69_2_1_1,As 75_2_1_1,Rb 85_2_1_1,Sr 88_2_1_1,Y 89_2_1_1,Zr 90_2_1_1,Nb 93_2_1_1,Mo 98_2_1_1,Cd 111_2_1_1,Sb 121_2_1_1,Cs 133_2_1_1,Ba 138_2_1_1,La 139_2_1_1,Ce 140_2_1_1,Nd 142_2_1_1,Sm 152_2_1_1,Eu 153_2_1_1,Gd 158_2_1_1,Dy 164_2_1_1,Er 166_2_1_1,Yb 174_2_1_1,Hf 180_2_1_1,W 184_2_1_1,Pb 208_2_1_1,Bi 209_2_1_1,Th 232_2_1_1,U 238_2_1_1
ISic004365,y,,,,,,,,,,yes,"Very fine-grained, homogeneous, white, calcitic marble, likely Lunense. Optical microscopy: homeoblastic to heteroblastic fabric with triple points, mosaic microstructure. Digital microscopy: homeoblastic fabric. ",Lunense,Lunense,1,,"Very fine-grained, homogeneous, white, calcitic marble",Very fine,white,homogeneous,none,,"Optical microscopy: homeoblastic to heteroblastic fabric with triple points, mosaic microstructure. Digital microscopy: homeoblastic fabric. ","Optical microscopy: homeoblastic to heteroblastic fabric with triple points, mosaic microstructure. ",Digital microscopy: homeoblastic fabric. ,yes,0.5,homeoblastic,"c, e",,yes,yes,0.5,homeoblastic to heteroblastic,"s, c",triple points,mosaic microstructure,,,,,yes,,0,calcitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,-1.44,1.97,yes,,,,,,,,,,yes,0.57000,4.35000,44.92000,3598.83000,0.12403,2.49000,1.36000,4.46000,37.68000,291.05000,0.19000,2.31000,1.76000,5.39000,0.09000,0.90000,0.21000,191.95000,2.64000,0.13000,0.06000,0.01000,0.44000,0.12000,0.02000,2.84000,0.83000,0.50000,0.57000,0.12000,0.03000,0.15000,0.23000,0.20000,0.16000,0.00307,6.92000,4.95000,2.62000,0.05000,0.08000
ISic004388,,,,,,,,,,,,"Very fine-grained, banded and veined, grey marble, likely Aphrodisian, Lunense, Docimian, Algerian_scritto_Mt-Filfila, Pentelic, Göktepe, Hymettan. Digital microscopy: heteroblastic fabric. ","Aphrodisian, Lunense, Docimian, Algerian_scritto_Mt-Filfila, Pentelic, Göktepe, Hymettan","Aphrodisian, Lunense, Docimian, Algerian_scritto_Mt-Filfila, Pentelic, Göktepe, Hymettan",3,,"Very fine-grained, banded and veined, grey marble",Very fine,grey,banded and veined,grey,,Digital microscopy: heteroblastic fabric. ,,Digital microscopy: heteroblastic fabric. ,yes,0.4,heteroblastic,c,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic004438,,,,,,,,,,,,"Fine to medium-grained, spotted, white marble, likely Aphrodisian, Parian-1, Parian-2, Parian-3, Parian-4, Proconnesian, Thasian-3, Ephesian_scritto, Ephesian_white. Digital microscopy: heteroblastic fabric. ","Aphrodisian, Parian-1, Parian-2, Parian-3, Parian-4, Proconnesian, Thasian-3, Ephesian_scritto, Ephesian_white","Aphrodisian, Parian-1, Parian-2, Parian-3, Parian-4, Proconnesian, Thasian-3, Ephesian_scritto, Ephesian_white",2,,"Fine to medium-grained, spotted, white marble",Fine to medium,white,spotted,grey,,Digital microscopy: heteroblastic fabric. ,,Digital microscopy: heteroblastic fabric. ,yes,1.8,heteroblastic,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic004439,,,,,,,,,,,yes,"banded, white marble, likely Proconnesian. Digital microscopy: indistinguishable fabric. ",Proconnesian,Proconnesian,1,,"banded, white marble",,white,banded,grey,,Digital microscopy: indistinguishable fabric. ,,Digital microscopy: indistinguishable fabric. ,yes,na,indistinguishable,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic004442,,,,,,,,,,,,"Coarse-grained, banded, white marble, likely Aphrodisian, Parian-2, Parian-3, Parian-4, Proconnesian, Thasian-3. Digital microscopy: homeoblastic to heteroblastic fabric. ","Aphrodisian, Parian-2, Parian-3, Parian-4, Proconnesian, Thasian-3","Aphrodisian, Parian-2, Parian-3, Parian-4, Proconnesian, Thasian-3",2,,"Coarse-grained, banded, white marble",Coarse,white,banded,grey,,Digital microscopy: homeoblastic to heteroblastic fabric. ,,Digital microscopy: homeoblastic to heteroblastic fabric. ,yes,2.2,homeoblastic to heteroblastic,"c, s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic004443,,,,,,,,,,,,"Coarse-grained, banded, white marble, likely Aphrodisian, Parian-2, Parian-3, Parian-4, Proconnesian, Thasian-3. Digital microscopy: homeoblastic to heteroblastic fabric. ","Aphrodisian, Parian-2, Parian-3, Parian-4, Proconnesian, Thasian-3","Aphrodisian, Parian-2, Parian-3, Parian-4, Proconnesian, Thasian-3",2,,"Coarse-grained, banded, white marble",Coarse,white,banded,grey,,Digital microscopy: homeoblastic to heteroblastic fabric. ,,Digital microscopy: homeoblastic to heteroblastic fabric. ,yes,2.2,homeoblastic to heteroblastic,"c, s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic004444,,,,,,,,,,,yes,"homogeneous, grey marble, likely Aphrodisian, Naxian, Thasian-1, Thasian-2, Proconnesian, Hymettan, Pentelic, Lunense, Ephesian_scritto. Digital microscopy: indistinguishable fabric. ","Aphrodisian, Naxian, Thasian-1, Thasian-2, Proconnesian, Hymettan, Pentelic, Lunense, Ephesian_scritto","Aphrodisian, Naxian, Thasian-1, Thasian-2, Proconnesian, Hymettan, Pentelic, Lunense, Ephesian_scritto",1,,"homogeneous, grey marble",,grey,homogeneous,white,,Digital microscopy: indistinguishable fabric. ,,Digital microscopy: indistinguishable fabric. ,yes,na,indistinguishable,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic004445,,,,,,,,,,,,"Fine to medium-grained, banded, white marble, likely Aphrodisian, Docimian, Parian-1, Parian-2, Parian-3, Parian-4, Ephesian_white, Ephesian_scritto. Digital microscopy: homeoblastic to heteroblastic fabric. ","Aphrodisian, Docimian, Parian-1, Parian-2, Parian-3, Parian-4, Ephesian_white, Ephesian_scritto","Aphrodisian, Docimian, Parian-1, Parian-2, Parian-3, Parian-4, Ephesian_white, Ephesian_scritto",2,,"Fine to medium-grained, banded, white marble",Fine to medium,white,banded,grey,,Digital microscopy: homeoblastic to heteroblastic fabric. ,,Digital microscopy: homeoblastic to heteroblastic fabric. ,yes,1.5,homeoblastic to heteroblastic,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic004446,,,,,,,,,,,,"Very fine-grained, veined, white marble, likely Aphrodisian, Lunense, Docimian, Algerian_scritto_Mt-Filfila, Pentelic. Digital microscopy: homeoblastic fabric. ","Aphrodisian, Lunense, Docimian, Algerian_scritto_Mt-Filfila, Pentelic","Aphrodisian, Lunense, Docimian, Algerian_scritto_Mt-Filfila, Pentelic",3,,"Very fine-grained, veined, white marble",Very fine,white,veined,grey,,Digital microscopy: homeoblastic fabric. ,,Digital microscopy: homeoblastic fabric. ,yes,0.3,homeoblastic,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic004449,,,,,,,,,,,yes,"Fine to medium-grained, banded, grey marble, likely Proconnesian. Digital microscopy: indistinguishable fabric. ",Proconnesian,Proconnesian,2,,"Fine to medium-grained, banded, grey marble",Fine to medium,grey,banded,white,,Digital microscopy: indistinguishable fabric. ,,Digital microscopy: indistinguishable fabric. ,yes,1.5,indistinguishable,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic004451,,,,,,,,,,,,"Fine-grained, homogeneous, white marble, likely Lunense, Docimian, Pentelic. Digital microscopy: homeoblastic fabric. ","Lunense, Docimian, Pentelic","Lunense, Docimian, Pentelic",2,,"Fine-grained, homogeneous, white marble",Fine,white,homogeneous,none,,Digital microscopy: homeoblastic fabric. ,,Digital microscopy: homeoblastic fabric. ,yes,1,homeoblastic,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic004453,,,,,,,,,,,yes,"Fine to medium-grained, banded, grey marble, likely Proconnesian. Digital microscopy: heteroblastic fabric. ",Proconnesian,Proconnesian,2,,"Fine to medium-grained, banded, grey marble",Fine to medium,grey,banded,white,,Digital microscopy: heteroblastic fabric. ,,Digital microscopy: heteroblastic fabric. ,yes,1.7,heteroblastic,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic004462,,,,,,,,,,,,"Fine-grained, homogeneous, white marble, likely Lunense, Docimian, Pentelic. Digital microscopy: indistinguishable fabric. ","Lunense, Docimian, Pentelic","Lunense, Docimian, Pentelic",2,,"Fine-grained, homogeneous, white marble",Fine,white,homogeneous,none,,Digital microscopy: indistinguishable fabric. ,,Digital microscopy: indistinguishable fabric. ,yes,1,indistinguishable,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic004465,,,,,,,,,,,,"Fine-grained, banded and veined, grey marble, likely Lunense, Docimian, Göktepe, Hymettan. Digital microscopy: homeoblastic fabric. ","Lunense, Docimian, Göktepe, Hymettan","Lunense, Docimian, Göktepe, Hymettan",2,,"Fine-grained, banded and veined, grey marble",Fine,grey,banded and veined,black,,Digital microscopy: homeoblastic fabric. ,,Digital microscopy: homeoblastic fabric. ,yes,0.6,homeoblastic,"c, e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic004466,,,,,,,,,,,,"Fine-grained, veined and spotted, white marble, likely Lunense, Docimian, Göktepe, Pentelic. Digital microscopy: homeoblastic to heteroblastic fabric. ","Lunense, Docimian, Göktepe, Pentelic","Lunense, Docimian, Göktepe, Pentelic",2,,"Fine-grained, veined and spotted, white marble",Fine,white,veined and spotted,black,,Digital microscopy: homeoblastic to heteroblastic fabric. ,,Digital microscopy: homeoblastic to heteroblastic fabric. ,yes,0.9,homeoblastic to heteroblastic,"c, s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic004467,,,,,,,,,,,,"coarse-grained, homogeneous, white marble, likely Aphrodisian, Parian-1, Parian-2, Parian-3, Parian-4, Proconnesian, Thasian-3. Digital microscopy: homeoblastic fabric. ","Aphrodisian, Parian-1, Parian-2, Parian-3, Parian-4, Proconnesian, Thasian-3","Aphrodisian, Parian-1, Parian-2, Parian-3, Parian-4, Proconnesian, Thasian-3",2,,"coarse-grained, homogeneous, white marble",coarse,white,homogeneous,none,,Digital microscopy: homeoblastic fabric. ,,Digital microscopy: homeoblastic fabric. ,yes,2.1,homeoblastic,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic004468,,,,,,,,,,,,"Fine to medium-grained, banded , grey marble, likely Aphrodisian, Parian-1, Parian-2, Parian-3, Parian-4, Proconnesian, Thasian-3, Ephesian_scritto, Ephesian_white. Digital microscopy: heteroblastic to homeoblastic fabric. ","Aphrodisian, Parian-1, Parian-2, Parian-3, Parian-4, Proconnesian, Thasian-3, Ephesian_scritto, Ephesian_white","Aphrodisian, Parian-1, Parian-2, Parian-3, Parian-4, Proconnesian, Thasian-3, Ephesian_scritto, Ephesian_white",2,,"Fine to medium-grained, banded , grey marble",Fine to medium,grey,banded ,dark grey,,Digital microscopy: heteroblastic to homeoblastic fabric. ,,Digital microscopy: heteroblastic to homeoblastic fabric. ,yes,1.7,heteroblastic to homeoblastic,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic004469,,,,,,,,,,,,"Fine-grained, veined and spotted, white marble, likely Lunense, Docimian, Göktepe, Hymettan. Digital microscopy: homeoblastic to heteroblastic fabric. ","Lunense, Docimian, Göktepe, Hymettan","Lunense, Docimian, Göktepe, Hymettan",2,,"Fine-grained, veined and spotted, white marble",Fine,white,veined and spotted,black,,Digital microscopy: homeoblastic to heteroblastic fabric. ,,Digital microscopy: homeoblastic to heteroblastic fabric. ,yes,0.6,homeoblastic to heteroblastic,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic004471,,,,,,,,,,,,"Fine-grained, banded, grey marble, likely Lunense, Docimian, Göktepe, Hymettan. Digital microscopy: homeoblastic fabric. ","Lunense, Docimian, Göktepe, Hymettan","Lunense, Docimian, Göktepe, Hymettan",2,,"Fine-grained, banded, grey marble",Fine,grey,banded,white,,Digital microscopy: homeoblastic fabric. ,,Digital microscopy: homeoblastic fabric. ,yes,0.6,homeoblastic,"s, c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic004474,,,,,,,,,,,,"Fine-grained, homogeneous, white marble, likely Lunense, Docimian, Göktepe, Pentelic. Digital microscopy: homeoblastic to heteroblastic fabric. ","Lunense, Docimian, Göktepe, Pentelic","Lunense, Docimian, Göktepe, Pentelic",2,,"Fine-grained, homogeneous, white marble",Fine,white,homogeneous,none,,Digital microscopy: homeoblastic to heteroblastic fabric. ,,Digital microscopy: homeoblastic to heteroblastic fabric. ,yes,0.9,homeoblastic to heteroblastic,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic004475,,,,,,,,,,,yes,"banded and veined, white marble, likely Lunense. Digital microscopy: indistinguishable fabric. ",Lunense,Lunense,1,,"banded and veined, white marble",,white,banded and veined,grey,,Digital microscopy: indistinguishable fabric. ,,Digital microscopy: indistinguishable fabric. ,yes,na,indistinguishable,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic004476,,,,,,,,,,,,"Coarse-grained, banded and veined, white marble, likely Aphrodisian, Parian-2, Proconnesian, Thasian-1, Thasian-2, Thasian-3. Digital microscopy: indistinguishable fabric. ","Aphrodisian, Parian-2, Proconnesian, Thasian-1, Thasian-2, Thasian-3","Aphrodisian, Parian-2, Proconnesian, Thasian-1, Thasian-2, Thasian-3",2,,"Coarse-grained, banded and veined, white marble",Coarse,white,banded and veined,grey,,Digital microscopy: indistinguishable fabric. ,,Digital microscopy: indistinguishable fabric. ,yes,2.7,indistinguishable,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic004481,,,,,,,,,,,,"Very fine-grained, homogeneous, white marble, likely Lunense, Docimian, Göktepe, Hymettan. Digital microscopy: homeoblastic to heteroblastic fabric. ","Lunense, Docimian, Göktepe, Hymettan","Lunense, Docimian, Göktepe, Hymettan",2,,"Very fine-grained, homogeneous, white marble",Very fine,white,homogeneous,none,,Digital microscopy: homeoblastic to heteroblastic fabric. ,,Digital microscopy: homeoblastic to heteroblastic fabric. ,yes,0.5,homeoblastic to heteroblastic,"c, e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic004503,,,,,,,,,,,yes,"Fine-grained, veined and spotted, white marble, likely Lunense. Digital microscopy: homeoblastic to heteroblastic fabric. ",Lunense,Lunense,2,,"Fine-grained, veined and spotted, white marble",Fine,white,veined and spotted,grey,,Digital microscopy: homeoblastic to heteroblastic fabric. ,,Digital microscopy: homeoblastic to heteroblastic fabric. ,yes,0.7,homeoblastic to heteroblastic,c,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISicX04503,,,,,,,,,,,,"Very fine-grained, veined, white marble, likely Lunense. Digital microscopy: homeoblastic to heteroblastic fabric. ",Lunense,Lunense,2,,"Very fine-grained, veined, white marble",Very fine,white,veined,grey,,Digital microscopy: homeoblastic to heteroblastic fabric. ,,Digital microscopy: homeoblastic to heteroblastic fabric. ,yes,0.3,homeoblastic to heteroblastic,"c, e",,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALINAS5644,,,,,,,,,,,no,"Very fine-grained, homogeneous, white marble, likely Lunense. Optical microscopy: homeoblastic fabric. Digital microscopy: homeoblastic fabric with triple points. ",Lunense,Lunense,1,,"Very fine-grained, homogeneous, white marble",Very fine,white,homogeneous,none,,Optical microscopy: homeoblastic fabric. Digital microscopy: homeoblastic fabric with triple points. ,Optical microscopy: homeoblastic fabric. ,Digital microscopy: homeoblastic fabric with triple points. ,yes,0.2,homeoblastic,"s, c",triple points,yes,yes,0.3,homeoblastic,"s, c",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,-1.23,2.14,yes,,,,,,,,,,yes,4.24000,8.42000,127.46000,6095.81000,0.49297,65.37000,6.05000,4.67000,53.09000,365.14000,0.41000,1.41000,2.64000,51.30000,0.29000,0.10000,2.51000,159.64000,6.55000,3.06000,0.48000,0.01000,0.51000,0.22000,0.12000,7.23000,3.07000,2.87000,3.18000,0.58000,0.12000,0.55000,0.71000,0.53000,0.38000,0.08329,11.89000,17.28000,3.63000,0.07000,0.33000
SALINASTINDARI,,,,,,,,,,,no,"Very fine-grained, homogeneous, white marble, likely Lunense. Optical microscopy: homeoblastic to heteroblastic fabric with triple points, mosaic microstructure. Digital microscopy: homeoblastic fabric with triple points. ",Lunense,Lunense,1,,"Very fine-grained, homogeneous, white marble",Very fine,white,homogeneous,none,,"Optical microscopy: homeoblastic to heteroblastic fabric with triple points, mosaic microstructure. Digital microscopy: homeoblastic fabric with triple points. ","Optical microscopy: homeoblastic to heteroblastic fabric with triple points, mosaic microstructure. ",Digital microscopy: homeoblastic fabric with triple points. ,yes,0.3,homeoblastic,"s, c",triple points,yes,yes,0.5,homeoblastic to heteroblastic,"s, c",triple points,mosaic microstructure,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,-1.5,1.77,yes,,,,,,,,,,yes,1.09000,12.49000,396.01000,5225.31000,0.37692,67.08000,1.08000,4.36000,2.09000,87.39000,715.89000,0.35000,2.42000,9.17000,96.41000,0.57000,0.89000,0.77000,177.16000,3.49000,2.31000,0.64000,0.04000,0.60000,0.22000,0.08000,17.19000,3.19000,2.81000,3.08000,0.47000,0.10000,0.43000,0.45000,0.29000,0.11138,0.09000,11.04000,53.88000,11.97000,0.18000
xxxCU431,,,,,,,,,,,no,"Fine-grained, homogeneous, white marble, likely Lunense, Parian-1. Optical microscopy: homeoblastic fabric with triple points, mosaic microstructure. Digital microscopy: homeoblastic fabric. ","Lunense, Parian-1","Lunense, Parian-1",2,,"Fine-grained, homogeneous, white marble",Fine,white,homogeneous,,,"Optical microscopy: homeoblastic fabric with triple points, mosaic microstructure. Digital microscopy: homeoblastic fabric. ","Optical microscopy: homeoblastic fabric with triple points, mosaic microstructure. ",Digital microscopy: homeoblastic fabric. ,yes,0.7,homeoblastic,"c, e",,,yes,0.75,homeoblastic,"c, s, su",triple points,mosaic microstructure,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,-1.99,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xxxCU477,,,,,,,,,,,no,"Fine to medium-grained, veined, white marble, likely Parian-2, Proconnesian. Optical microscopy: heteroblastic fabric with mosaic microstructure. Digital microscopy: heteroblastic to homeoblastic fabric. ","Parian-2, Proconnesian","Parian-2, Proconnesian",2,,"Fine to medium-grained, veined, white marble",Fine to medium,white,veined,grey,,Optical microscopy: heteroblastic fabric with mosaic microstructure. Digital microscopy: heteroblastic to homeoblastic fabric. ,Optical microscopy: heteroblastic fabric with mosaic microstructure. ,Digital microscopy: heteroblastic to homeoblastic fabric. ,yes,1.4,heteroblastic to homeoblastic,"c, e",,,yes,2.1,heteroblastic,e,,mosaic microstructure,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,-0.6,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xxxCU478,,,,,,,,,,,no,"Fine to medium-grained, veined, white marble, likely Carystian. Optical microscopy: homeoblastic to heteroblastic fabric with lineated, mosaic microstructure. Digital microscopy: indistinguishable fabric. ",Carystian,Carystian,1,,"Fine to medium-grained, veined, white marble",Fine to medium,white,veined,green to black,,"Optical microscopy: homeoblastic to heteroblastic fabric with lineated, mosaic microstructure. Digital microscopy: indistinguishable fabric. ","Optical microscopy: homeoblastic to heteroblastic fabric with lineated, mosaic microstructure. ",Digital microscopy: indistinguishable fabric. ,yes,,indistinguishable,,,,yes,1.2,homeoblastic to heteroblastic,"c, e",lineated,mosaic microstructure,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,-2.17,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
