ISic,in metadata spreadsheets,analysed yes/no,interpreted,to check?,checked?,type,,subtype,comments,identification based on,string of analyses,photo nextcloud/Isicily?,pXRF pXRF/,dilite in situ digital microscopy/,XRD on sample XRD/,thin section optical microscopy/,isotopes stable isotopes analysis/,EPR EPR/,LA-ICP-MS LA-ICP-MS/,sample yes/,dilite on sample yes/,same object as,Id,roman marbles,After,Before,Ancient,Modern,Material,Inscription Type,Execution Type,Language,Museum,
ISic000599,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000599,,1,400,Tyndaris,Tindari,stone,unknown,chiselled,Latin,unknown,
ISic000600,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000600,,1,400,Tyndaris,Tindari,marble,funerary,chiselled,Latin,unknown,
ISic000601,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000601,,,,Tyndaris,Tindari,stone,unknown,chiselled,Latin,unknown,
ISic000602,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000602,,201,500,Tyndaris,Tindari,stone,funerary,chiselled,Latin,unknown,
ISic000603,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000603,,1,50,Lipara,Lipari,stone,honorific,chiselled,Latin,unknown,
ISic000604,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000604,,1,50,Lipara,Lipari,stone,honorific,chiselled,Latin,unknown,
ISic000605,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000605,,1,300,Lipara,Lipari,stone,honorific,chiselled,Latin,unknown,
ISic000606,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000606,,1,300,Lipara,Lipari,stone,funerary,chiselled,Latin,unknown,
ISic000607,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000607,,1,300,Lipara,Lipari,marble,funerary,chiselled,Latin,Museo Mandralisca,
ISic000608,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000608,,1,300,"Phorbantia, Aegates Islands",Levanzo,stone,funerary,chiselled,Latin,,
ISic000609,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000609,,,,,,,,,,,
ISic000610,,no,no,,,stone.calcarenite,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic000610,,-252,-248,,Corleone,limestone,milestone,chiselled,Latin,Museo Civico Pippo Rizzo,
ISic000611,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000611,,201,250,Philosophiana,,stone,milestone,chiselled,Latin,Said to be preserved 'presso la villa Alberti di Mazzarino',
ISic000612,ISic000612,yes,no,,,stone.calcarenite,TRUE,,,"identification based on pXRF, digital microscopy, XRD","pXRF, digital microscopy, XRD",,pXRF,digital microscopy,XRD,,,,,yes,yes,,ISic000612,,-200,-1,Halaesa,,limestone marl (local),honorific,chiselled,Ancient Greek,Antiquarium e sito archeologico di Halaesa,
ISic000613,ISic000613,,,,,mortars,TRUE,,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic000613,,-250,-101,Tauromenium,Taormina,plaster,library catalogue,painted,Ancient Greek,Antiquarium del Teatro Antico,
ISic000614,,no,no,,,stone.calcarenite,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic000614,,-150,-1,Ietas,Monte Iato,stone,building,chiselled,Latin,depot of the Zurich Ietas excavation,
ISic000615,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000615,,,,,,,,,,,
ISic000616,,no,no,,,stone.calcarenite,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic000616,,-125,-75,Agrigentum,Agrigento,,honorific,chiselled,Latin,Museo Regionale Archeologico Pietro Griffo,
ISic000617,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000617,,-200,-1,Morgantina,Morgantina,limestone,unknown,chiselled,Latin,Museo Archeologico di Aidone,
ISic000618,ISic000618,yes,no,,,stone.calcarenite,TRUE,,,"identification based on pXRF, digital microscopy","pXRF, digital microscopy",,pXRF,digital microscopy,,,,,,,,,ISic000618,,-100,50,Syracusae,Siracusa,limestone,funerary,chiselled,Latin,Museo Archeologico Regionale Paolo Orsi,
ISic000619,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000619,,51,100,Catina,Catania,marble,funerary,chiselled,Latin,,
ISic000620,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000620,,1,200,Syracusae,Siracusa,limestone,building,chiselled,Latin,"Area archeologica della Neapolis, Orecchio di Dionisio e Teatro Greco",
ISic000621,,no,no,,,stone.marble,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic000621,,-12,66,Syracusae,Siracusa,marble,building,chiselled,Latin,Museo Archeologico Regionale Paolo Orsi,
ISic000622,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000622,,1,100,Segesta,Segesta,limestone,honorific,chiselled,Latin,Parco archeologico di Segesta,
ISic000623,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000623,,1,200,Abacaenum,,marble,honorific,chiselled,Latin,Current location unknown,
ISic000624,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000624,,-8,14,Tauromenium,Taormina,marble,list of magistrates,chiselled,Latin,Antiquarium del Teatro Antico,
ISic000625,ISic000625,yes,no,,,stone.calcilutite,TRUE,,,"identification based on pXRF, digital microscopy","pXRF, digital microscopy",,pXRF,digital microscopy,,,,,,,,,ISic000625,,151,250,Lilybaeum,Marsala,"limestone (white, from Trapani)",honorific,chiselled,Latin,Museo archeologico regionale Lilibeo Marsala - Baglio Anselmi,
ISic000626,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000626,,321,440,Lilybaeum,Marsala,marble,honorific,chiselled,Latin,Museo Regionale Agostino Pepoli,
ISic000627,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000627,,161,165,Lilybaeum,Marsala,marble,honorific,chiselled,Latin,Museo Regionale Agostino Pepoli,
ISic000628,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000628,,101,140,Capitoniania,Ramacca,marble,funerary,chiselled,Latin,Museo Civico Archeologico di Ramacca,
ISic000629,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000629,,,,,,,,,,,
ISic000630,,no,no,,,stone.calcilutite,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic000630,,201,300,Mazara,Mazara del Vallo,limestone,honorific,chiselled,Latin,Mirabilia Urbis,
ISic000631,ISic000631,yes,,,,stone.marble,TRUE,,,"identification based on pXRF, digital microscopy","pXRF, digital microscopy",,pXRF,digital microscopy,,,,,,,,ISic003206,ISic000631,,451,500,Catina,Catania,marble,dedication,chiselled,Latin,Museo Civico di Catania,
ISic000632,ISic000632,yes,yes,yes,yes,stone.calcite_limestone,TRUE,,,"identification based on pXRF, digital microscopy, XRD, optical microscopy","pXRF, digital microscopy, XRD, optical microscopy",,pXRF,digital microscopy,XRD,optical microscopy,,,,yes,yes,,ISic000632,no,401,550,Syracusae,Siracusa,limestone,building,chiselled,Latin,Museo Archeologico Regionale Paolo Orsi,
ISic000633,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000633,,101,300,Messana,Messina,marble,funerary,chiselled,Ancient Greek,Museo regionale interdisciplinare di Messina,
ISic000634,ISic000634,yes,no,,,stone.calcarenite,TRUE,,,identification based on pXRF,pXRF,,pXRF,,,,,,,,,,ISic000634,,-50,50,Syracusae,Siracusa,limestone,dedication,chiselled,Ancient Greek,Museo Archeologico Regionale Paolo Orsi,
ISic000635,ISic000635,yes,no,,,stone.calcarenite,TRUE,,,"identification based on pXRF, digital microscopy","pXRF, digital microscopy",,pXRF,digital microscopy,,,,,,,,,ISic000635,,1,200,Syracusae,Siracusa,sandstone,dedication,chiselled,Ancient Greek,Museo Archeologico Regionale Paolo Orsi,
ISic000636,ISic000636,yes,yes,yes,yes,stone.calcarenite,TRUE,,,"identification based on pXRF, digital microscopy, XRD, optical microscopy","pXRF, digital microscopy, XRD, optical microscopy",,pXRF,digital microscopy,XRD,optical microscopy,,,,yes,yes,,ISic000636,,-50,-1,Syracusae,Siracusa,limestone,building,chiselled,Ancient Greek,Museo Archeologico Regionale Paolo Orsi,
ISic000637,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000637,,51,100,Syracusae,Siracusa,marble,funerary,chiselled,Ancient Greek,private collection,
ISic000638,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000638,,1,100,Syracusae,Siracusa,marble,funerary,chiselled,Ancient Greek,Villa Landolina?,
ISic000640,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000640,,101,200,Centuripae,Centuripe,marble,funerary,chiselled,Ancient Greek,private collection (P. Cacia),
ISic000641,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000641,,1,200,Catina,Catania,marble,funerary,chiselled,Ancient Greek,private villa (Prof. A. Maiorana),
ISic000642,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000642,,101,200,Catina,Catania,marble,funerary,chiselled,Ancient Greek,Soprintendenza stores,
ISic000643,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000643,,101,200,Styella,Pedagaggi,limestone,funerary,chiselled,Ancient Greek,,
ISic000644,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000644,,101,300,,Comiso,limestone,funerary,chiselled,Ancient Greek,Museo Archeologico Regionale di Kamarina,
ISic000645,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000645,,101,200,,Acate,limestone,funerary verse,chiselled,Ancient Greek,Museo Archeologico Regionale Paolo Orsi,
ISic000646,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000646,,101,200,Mutyca,Modica,limestone,funerary,chiselled,Ancient Greek,private collection,
ISic000647,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000647,,301,400,Catina,Catania,marble,funerary,chiselled,Ancient Greek,Museo Civico di Catania,
ISic000648,,no,no,,,stone.marble,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic000648,,301,400,Catina,Catania,marble,funerary,chiselled,Ancient Greek,Museo Archeologico Regionale Paolo Orsi,
ISic000649,ISic000649,yes,,,,stone.marble,TRUE,,,"identification based on pXRF, digital microscopy","pXRF, digital microscopy",,pXRF,digital microscopy,,,,,,,,ISic000301,ISic000649,,201,300,Catina,Catania,limestone,building,chiselled,Ancient Greek,Museo Civico di Catania,
ISic000650,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000650,,201,400,Syracusae,Siracusa,marble,funerary,chiselled,Ancient Greek,Museo Archeologico Regionale Paolo Orsi,
ISic000651,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000651,,101,300,Catina,Catania,marble,funerary,chiselled,Ancient Greek,Museo Civico di Catania,
ISic000652,ISic000652,yes,yes,yes,yes,stone.calcite_limestone,TRUE,,,"identification based on pXRF, digital microscopy, XRD, optical microscopy","pXRF, digital microscopy, XRD, optical microscopy",,pXRF,digital microscopy,XRD,optical microscopy,,,,yes,yes,,ISic000652,no,101,200,Syracusae,Siracusa,limestone,funerarypossibly honorific,chiselled,Ancient Greek,Museo Archeologico Regionale Paolo Orsi,
ISic000653,,no,no,,,stone.unspecified,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic000653,,101,200,Tauromenium,Taormina,marble,funerary,chiselled,Ancient Greek,Antiquarium del Teatro Antico,
ISic000654,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000654,,1,300,Sicilia,Sicily,marble,funerary,chiselled,Latin,Amsterdam University Library,
ISic000655,ISic000655,yes,,,,stone.marble,TRUE,,,"identification based on pXRF, digital microscopy","pXRF, digital microscopy",,pXRF,digital microscopy,,,,,,,,,ISic000655,,101,120,Centuripae,Centuripe,marble,honorific,chiselled,Latin,Museo Archeologico Regionale di Centuripe,
ISic000656,ISic000656,yes,,,,stone.marble,TRUE,,,"identification based on pXRF, digital microscopy","pXRF, digital microscopy",,pXRF,digital microscopy,,,,,,,,,ISic000656,,140,160,Centuripae,Centuripe,marble,funerary,chiselled,Latin,Museo Archeologico Regionale di Centuripe,
ISic000657,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000657,,51,300,Catina,Catania,marble,funerary,chiselled,Latin,,
ISic000658,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000658,,1,200,Leontini,Lentini,marble,funerary,chiselled,Latin,private collection?,
ISic000659,,no,no,,,stone.limestone,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic000659,,1,300,Morgantina,Morgantina,marble (white),funerary,chiselled,Latin,Museo Archeologico Regionale Paolo Orsi,
ISic000660,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000660,,401,500,Roma,Rome,marble,funerary,chiselled,Latin,private collection,
ISic000661,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000661,,501,700,Catina,Catania,marble,funerary,chiselled,Latin,,
ISic000662,ISic000662,yes,,,,stone.marble,TRUE,,,"identification based on pXRF, digital microscopy","pXRF, digital microscopy",,pXRF,digital microscopy,,,,,,,,,ISic000662,,-8,14,Tauromenium,Taormina,marble,calendar list of magistrates,chiselled,Latin,Antiquarium del Teatro Antico,
ISic000663,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000663,,101,200,Segesta,Segesta,marble,honorific,chiselled,Latin,Parco archeologico di Segesta,
ISic000664,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000664,,-50,50,Segesta,Segesta,limestone,building,chiselled,Latin,Parco archeologico di Segesta,
ISic000665,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000665,,1,100,Segesta,Segesta,limestone,building,chiselled,Latin,Parco archeologico di Segesta,
ISic000666,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000666,,-100,-1,Segesta,Segesta,limestone,honorific,chiselled,Latin,Parco archeologico di Segesta,
ISic000667,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000667,,524,524,Segesta,Segesta,limestone,funerary,chiselled,Latin,Parco archeologico di Segesta,
ISic000668,ISic000668,yes,yes,yes,yes,stone.calcilutite,TRUE,,,"identification based on digital microscopy, XRD, optical microscopy","digital microscopy, XRD, optical microscopy",,,digital microscopy,XRD,optical microscopy,,,,yes,yes,,ISic000668,no,-200,-51,Centuripae,Centuripe,limestone,decree,chiselled,Ancient Greek,Museo Archeologico Regionale di Centuripe,
ISic000669,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000669,,,,,,,,,,,
ISic000670,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000670,,1,200,Messana,Messina,limestone,honorific,chiselled,Latin,Museo regionale interdisciplinare di Messina,
ISic000671,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000671,,1,100,Tyndaris,Tindari,stone,honorific,chiselled,Latin,Area archeologica di Tindari,
ISic000672,ISic000672,yes,yes,no,no,stone.marble,TRUE,,,"identification based on pXRF, digital microscopy, XRD, optical microscopy, stable isotopes analysis","pXRF, digital microscopy, XRD, optical microscopy, stable isotopes analysis",,pXRF,digital microscopy,XRD,optical microscopy,stable isotopes analysis,,,yes,yes,,ISic000672,yes,1,100,Tyndaris,Tindari,marble,honorific,chiselled,Latin,Antiquarium di Tindari,
ISic000673,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000673,,,,,,,,,,,
ISic000674,ISic000674,yes,,,,stone.marble,TRUE,,,"identification based on pXRF, digital microscopy, XRD","pXRF, digital microscopy, XRD",,pXRF,digital microscopy,XRD,,,,,yes,,,ISic000674,,151,200,Tyndaris,Tindari,marble,honorific,chiselled,Latin,Antiquarium di Tindari,
ISic000675,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000675,,1,200,Tyndaris,Tindari,marble,honorific,chiselled,Latin,Antiquarium di Tindari,
ISic000676,ISic000676,yes,yes,no,no,stone.marble,TRUE,,,"identification based on pXRF, digital microscopy, XRD, optical microscopy, stable isotopes analysis","pXRF, digital microscopy, XRD, optical microscopy, stable isotopes analysis",,pXRF,digital microscopy,XRD,optical microscopy,stable isotopes analysis,,,yes,yes,,ISic000676,yes,201,300,Tyndaris,Tindari,marble,honorific,chiselled,Latin,Antiquarium di Tindari,
ISic000677,ISic000677,yes,yes,no,no,stone.marble,TRUE,,,"identification based on pXRF, digital microscopy, XRD, optical microscopy, stable isotopes analysis","pXRF, digital microscopy, XRD, optical microscopy, stable isotopes analysis",,pXRF,digital microscopy,XRD,optical microscopy,stable isotopes analysis,,,yes,yes,,ISic000677,yes,1,400,Tyndaris,Tindari,marble,unknown,chiselled,Latin,Antiquarium di Tindari,
ISic000678,ISic000678,yes,,,,stone.marble,TRUE,,,"identification based on pXRF, digital microscopy","pXRF, digital microscopy",,pXRF,digital microscopy,,,,,,,,,ISic000678,,151,250,Tyndaris,Tindari,marble,honorific,chiselled,Latin,Antiquarium di Tindari,
